skills1,skills2,rel
Python,SQL,0.780172414
Python,Machine Learning,0.030172414
Python,R,0.818965517
Python,Hadoop,0.047413793
Python,Spark,0.047413793
Python,Java,0.159482759
Python,Tableau,0.452586207
Python,Hive,0.025862069
Python,SAS,0.172413793
Python,Big Data,0.025862069
Python,AWS,0.081896552
Python,Scala,0.034482759
Python,NoSQL,0.017241379
Python,C/C++,0.00862069
Python,Oracle,0.068965517
Python,Data Warehouse,0.021551724
Python,Linux,0.034482759
Python,AI,0.068965517
Python,Microsoft SQL Server,0.025862069
Python,TensorFlow,0.00862069
Python,Kafka,0.004310345
Python,Data Analysis,0.017241379
Python,Azure,0.021551724
Python,MATLAB,0.017241379
Python,Microsoft Office,0.081896552
Python,Scripting,0.012931034
Python,Git,0.021551724
Python,Excel,0.568965517
Python,JavaScript,0.056034483
Python,HBase,0.004310345
Python,PostgreSQL,0.012931034
Python,MySQL,0.038793103
Python,Perl,0.025862069
Python,SPSS,0.043103448
Python,Software Development,0.004310345
Python,Data Science,0.150862069
Python,MongoDB,0.00862069
Python,Project Management,0.021551724
Python,Business Intelligence,0.155172414
Python,S3,0.034482759
Python,C#,0.043103448
Python,Informatica,0.030172414
Python,Ruby,0.025862069
Python,Google Cloud Platform,0.034482759
Python,Elasticsearch,0.00862069
Python,Power BI,0.060344828
Python,Teradata,0.00862069
Python,Statistical Software,0.004310345
Python,Microsoft Access,0.00862069
Python,REST,0.004310345
Python,Splunk,0.004310345
Python,Marketing,0.099137931
Python,JSON,0.012931034
Python,SDLC,0.004310345
Python,Jira,0.00862069
Python,Data Management,0.012931034
Python,Quantitative Analysis,0.004310345
Python,Apache,0.012931034
Python,Jenkins,0.004310345
Python,XML,0.012931034
Python,SAP,0.012931034
Python,PHP,0.021551724
Python,Alteryx,0.025862069
Python,HTML5,0.00862069
Python,Visual Basic,0.017241379
Python,STATA,0.021551724
Python,QlikView,0.017241379
Python,Solr,0.004310345
Python,Business Analysis,0.004310345
Python,Predictive Analytics,0.00862069
Python,Network,0.012931034
Python,Visio,0.047413793
Python,PL/SQL,0.012931034
Python,CI,0.017241379
Python,DB2,0.00862069
Python,Go,0.206896552
Python,CSS,0.025862069
Python,Microsoft Word,0.004310345
Python,Pentaho,0.004310345
Python,GIS,0.030172414
Python,SharePoint,0.012931034
Python,Angular,0.00862069
Python,Confluence,0.00862069
Python,Crystal Reports,0.00862069
Python,Google Analytics,0.077586207
Python,Maven,0.004310345
Python,Ansible,0.004310345
Python,PowerShell,0.00862069
Python,Redis,0.004310345
Python,Lucene,0.004310345
Python,Digital Marketing,0.017241379
Python,Node.js,0.00862069
Python,Salesforce CRM,0.004310345
Python,React,0.00862069
Python,Information Security,0.004310345
Python,Management Experience,0.004310345
Python,Spring,0.004310345
Python,Accounting,0.034482759
Python,Kanban,0.00862069
Python,Clojure,0.004310345
Python,SaaS,0.034482759
Python,Epic,0.00862069
Python,OBIEE,0.004310345
Python,Omniture,0.030172414
Python,Operations Research,0.017241379
Python,Bioinformatics,0.004310345
Python,Customer Segmentation,0.004310345
Python,Quantitative Research,0.00862069
Python,Doubleclick,0.004310345
Python,Telecommunication,0.004310345
Python,iOS,0.004310345
Python,Adobe Marketing,0.004310345
Python,Audits,0.004310345
Python,SSH,0.004310345
Python,UI,0.012931034
Python,Sybase,0.004310345
Python,Workday,0.017241379
Python,Quality Management,0.00862069
Python,Tomcat,0.004310345
Python,Application Support,0.004310345
Python,Bootstrap,0.004310345
Python,Clinical Research,0.004310345
Python,Marketing Mix Modeling,0.004310345
Python,SSL,0.004310345
Python,UX,0.004310345
Python,Windows,0.00862069
Python,Epidemiology,0.004310345
Python,PostGIS,0.004310345
Python,Ant,0.004310345
Python,ICD-10,0.004310345
Python,VersionOne,0.00862069
Python,Marketo,0.004310345
Python,ACH,0.004310345
Python,Biostatistics,0.021551724
Python,Cerner,0.004310345
Python,IDS,0.012931034
Python,RN,0.012931034
Python,Android,0.00862069
Python,Business Management,0.017241379
Python,Genetics,0.004310345
Python,Google Search Console,0.004310345
Python,SEO,0.012931034
SQL,Python,0.780172414
SQL,Machine Learning,0.025862069
SQL,R,1.594827586
SQL,Hadoop,0.047413793
SQL,Spark,0.047413793
SQL,Java,0.163793103
SQL,Tableau,0.780172414
SQL,Hive,0.030172414
SQL,SAS,0.349137931
SQL,Big Data,0.034482759
SQL,AWS,0.090517241
SQL,Scala,0.025862069
SQL,NoSQL,0.021551724
SQL,C/C++,0.00862069
SQL,Oracle,0.181034483
SQL,Data Warehouse,0.060344828
SQL,Linux,0.034482759
SQL,AI,0.146551724
SQL,Microsoft SQL Server,0.030172414
SQL,TensorFlow,0.004310345
SQL,Kafka,0.004310345
SQL,Data Analysis,0.034482759
SQL,Azure,0.030172414
SQL,MATLAB,0.021551724
SQL,Microsoft Office,0.181034483
SQL,Scripting,0.00862069
SQL,Git,0.021551724
SQL,Excel,1.211206897
SQL,JavaScript,0.056034483
SQL,HBase,0.004310345
SQL,PostgreSQL,0.017241379
SQL,MySQL,0.051724138
SQL,Perl,0.021551724
SQL,SPSS,0.086206897
SQL,Software Development,0.021551724
SQL,Data Science,0.172413793
SQL,MongoDB,0.00862069
SQL,.Net,0.00862069
SQL,Project Management,0.086206897
SQL,Business Intelligence,0.310344828
SQL,S3,0.038793103
SQL,C#,0.038793103
SQL,Informatica,0.034482759
SQL,Ruby,0.017241379
SQL,Google Cloud Platform,0.030172414
SQL,Elasticsearch,0.00862069
SQL,Power BI,0.112068966
SQL,Teradata,0.030172414
SQL,Statistical Software,0.004310345
SQL,Microsoft Access,0.021551724
SQL,REST,0.012931034
SQL,Splunk,0.012931034
SQL,Marketing,0.181034483
SQL,JSON,0.021551724
SQL,SDLC,0.034482759
SQL,Jira,0.021551724
SQL,Data Management,0.034482759
SQL,Apache,0.012931034
SQL,Jenkins,0.00862069
SQL,XML,0.043103448
SQL,SAP,0.038793103
SQL,PHP,0.017241379
SQL,Alteryx,0.030172414
SQL,HTML5,0.00862069
SQL,Visual Basic,0.017241379
SQL,STATA,0.025862069
SQL,QlikView,0.021551724
SQL,Solr,0.004310345
SQL,T-SQL,0.00862069
SQL,Business Analysis,0.051724138
SQL,Kubernetes,0.004310345
SQL,Predictive Analytics,0.004310345
SQL,Network,0.047413793
SQL,Visio,0.163793103
SQL,PL/SQL,0.025862069
SQL,CI,0.064655172
SQL,DB2,0.017241379
SQL,Go,0.400862069
SQL,CSS,0.038793103
SQL,Microsoft Word,0.004310345
SQL,Pentaho,0.004310345
SQL,GIS,0.030172414
SQL,SVN,0.004310345
SQL,SharePoint,0.051724138
SQL,Angular,0.012931034
SQL,Confluence,0.025862069
SQL,Crystal Reports,0.017241379
SQL,Google Analytics,0.112068966
SQL,Chef,0.004310345
SQL,Maven,0.00862069
SQL,Ansible,0.004310345
SQL,PowerShell,0.021551724
SQL,Redis,0.004310345
SQL,Lucene,0.004310345
SQL,Digital Marketing,0.021551724
SQL,Node.js,0.004310345
SQL,Salesforce CRM,0.004310345
SQL,React,0.00862069
SQL,Information Security,0.004310345
SQL,Management Experience,0.004310345
SQL,Spring,0.004310345
SQL,Accounting,0.086206897
SQL,Marketing Automation,0.004310345
SQL,Kanban,0.00862069
SQL,SOAP,0.004310345
SQL,Clojure,0.004310345
SQL,SaaS,0.030172414
SQL,Epic,0.017241379
SQL,OBIEE,0.00862069
SQL,Omniture,0.047413793
SQL,Operations Research,0.021551724
SQL,Clinical Trials,0.012931034
SQL,Customer Segmentation,0.004310345
SQL,Performance Marketing,0.004310345
SQL,Quantitative Research,0.004310345
SQL,Doubleclick,0.004310345
SQL,PMP,0.012931034
SQL,Telecommunication,0.004310345
SQL,iOS,0.012931034
SQL,Adobe Marketing,0.004310345
SQL,Audits,0.00862069
SQL,Hyperion,0.004310345
SQL,NIST,0.00862069
SQL,SSH,0.004310345
SQL,UI,0.068965517
SQL,Sybase,0.004310345
SQL,PeopleSoft,0.030172414
SQL,Process Management,0.004310345
SQL,Workday,0.017241379
SQL,Customer Service,0.004310345
SQL,FTP,0.00862069
SQL,Microsoft Project,0.004310345
SQL,Quality Management,0.021551724
SQL,Tomcat,0.00862069
SQL,Application Support,0.017241379
SQL,Bootstrap,0.004310345
SQL,Clinical Research,0.004310345
SQL,Google Suite,0.004310345
SQL,Managed Care,0.025862069
SQL,Marketing Mix Modeling,0.004310345
SQL,SOX,0.00862069
SQL,SSL,0.004310345
SQL,Salesforce Marketing Cloud,0.004310345
SQL,UX,0.025862069
SQL,Windows,0.030172414
SQL,Epidemiology,0.004310345
SQL,PostGIS,0.004310345
SQL,Ant,0.012931034
SQL,ICD-10,0.012931034
SQL,ICD-9,0.012931034
SQL,VersionOne,0.00862069
SQL,GAAP,0.00862069
SQL,Marketo,0.012931034
SQL,ACH,0.012931034
SQL,Biostatistics,0.030172414
SQL,Cerner,0.004310345
SQL,IDS,0.025862069
SQL,RN,0.025862069
SQL,Regulatory Reporting,0.012931034
SQL,Unity,0.004310345
SQL,WordPress,0.012931034
SQL,Android,0.012931034
SQL,Business Management,0.021551724
SQL,Ellucian,0.00862069
SQL,Google Search Console,0.004310345
SQL,Payroll,0.004310345
SQL,Program Management,0.004310345
SQL,SEO,0.017241379
Machine Learning,Python,0.030172414
Machine Learning,SQL,0.025862069
Machine Learning,R,0.047413793
Machine Learning,Hadoop,0.004310345
Machine Learning,Spark,0.017241379
Machine Learning,Java,0.004310345
Machine Learning,Tableau,0.017241379
Machine Learning,SAS,0.017241379
Machine Learning,Big Data,0.00862069
Machine Learning,AWS,0.00862069
Machine Learning,Scala,0.012931034
Machine Learning,Natural Language Processing,0.004310345
Machine Learning,Data Warehouse,0.004310345
Machine Learning,AI,0.021551724
Machine Learning,TensorFlow,0.004310345
Machine Learning,Data Analysis,0.00862069
Machine Learning,Azure,0.004310345
Machine Learning,MATLAB,0.012931034
Machine Learning,Excel,0.025862069
Machine Learning,JavaScript,0.004310345
Machine Learning,MySQL,0.004310345
Machine Learning,Data Science,0.025862069
Machine Learning,Business Intelligence,0.00862069
Machine Learning,S3,0.004310345
Machine Learning,C#,0.004310345
Machine Learning,Informatica,0.004310345
Machine Learning,Power BI,0.00862069
Machine Learning,Marketing,0.004310345
Machine Learning,Alteryx,0.004310345
Machine Learning,HTML5,0.004310345
Machine Learning,STATA,0.00862069
Machine Learning,QlikView,0.00862069
Machine Learning,Network,0.00862069
Machine Learning,CI,0.00862069
Machine Learning,Go,0.017241379
Machine Learning,CSS,0.004310345
Machine Learning,Google Analytics,0.00862069
Machine Learning,Digital Marketing,0.004310345
Machine Learning,Node.js,0.004310345
Machine Learning,React,0.004310345
Machine Learning,Accounting,0.004310345
Machine Learning,Omniture,0.004310345
Machine Learning,UI,0.004310345
Machine Learning,SSL,0.004310345
R,Python,0.818965517
R,SQL,1.594827586
R,Machine Learning,0.047413793
R,Hadoop,0.051724138
R,Spark,0.064655172
R,Java,0.198275862
R,Tableau,0.965517241
R,Hive,0.030172414
R,SAS,0.396551724
R,Big Data,0.047413793
R,AWS,0.107758621
R,Scala,0.030172414
R,NoSQL,0.021551724
R,C/C++,0.004310345
R,Natural Language Processing,0.004310345
R,Oracle,0.224137931
R,Data Warehouse,0.056034483
R,Linux,0.043103448
R,AI,0.245689655
R,Microsoft SQL Server,0.030172414
R,TensorFlow,0.00862069
R,Kafka,0.004310345
R,Data Analysis,0.060344828
R,Azure,0.051724138
R,MATLAB,0.030172414
R,Microsoft Office,0.349137931
R,Scripting,0.017241379
R,Git,0.038793103
R,Excel,2.36637931
R,JavaScript,0.073275862
R,HBase,0.004310345
R,PostgreSQL,0.017241379
R,MySQL,0.047413793
R,Perl,0.099137931
R,SPSS,0.129310345
R,Software Development,0.043103448
R,Data Science,0.193965517
R,Docker,0.00862069
R,MongoDB,0.00862069
R,.Net,0.00862069
R,Project Management,0.185344828
R,Business Intelligence,0.370689655
R,S3,0.043103448
R,C#,0.060344828
R,Informatica,0.038793103
R,Ruby,0.025862069
R,Google Cloud Platform,0.030172414
R,Elasticsearch,0.00862069
R,Power BI,0.176724138
R,Teradata,0.038793103
R,Statistical Software,0.004310345
R,Microsoft Access,0.034482759
R,REST,0.012931034
R,Splunk,0.012931034
R,Marketing,0.431034483
R,JSON,0.025862069
R,SDLC,0.094827586
R,Jira,0.090517241
R,Data Management,0.13362069
R,Quantitative Analysis,0.004310345
R,Apache,0.021551724
R,Jenkins,0.00862069
R,XML,0.047413793
R,SAP,0.125
R,PHP,0.021551724
R,Alteryx,0.043103448
R,Time Management,0.00862069
R,HTML5,0.017241379
R,Visual Basic,0.021551724
R,STATA,0.034482759
R,QlikView,0.030172414
R,Analysis Skills,0.004310345
R,Solr,0.004310345
R,T-SQL,0.00862069
R,Business Analysis,0.159482759
R,Kubernetes,0.004310345
R,Predictive Analytics,0.00862069
R,Network,0.120689655
R,Visio,0.306034483
R,PL/SQL,0.025862069
R,CI,0.206896552
R,DB2,0.017241379
R,Go,0.75
R,CSS,0.056034483
R,Microsoft Word,0.038793103
R,Pentaho,0.004310345
R,GIS,0.043103448
R,SVN,0.004310345
R,SharePoint,0.094827586
R,Angular,0.012931034
R,Confluence,0.025862069
R,Crystal Reports,0.021551724
R,Google Analytics,0.155172414
R,Troubleshooting,0.00862069
R,Chef,0.004310345
R,Maven,0.00862069
R,System Design,0.004310345
R,Ansible,0.004310345
R,PowerShell,0.021551724
R,Redis,0.004310345
R,Lucene,0.004310345
R,Digital Marketing,0.038793103
R,Node.js,0.00862069
R,Salesforce CRM,0.00862069
R,React,0.017241379
R,TFS,0.004310345
R,Information Security,0.012931034
R,Management Experience,0.00862069
R,Spring,0.004310345
R,Accounting,0.284482759
R,Marketing Automation,0.004310345
R,Kanban,0.00862069
R,SOAP,0.004310345
R,Clojure,0.004310345
R,SaaS,0.086206897
R,Epic,0.103448276
R,Management Consulting,0.00862069
R,OBIEE,0.00862069
R,Lean,0.012931034
R,Omniture,0.051724138
R,Operations Research,0.030172414
R,Bioinformatics,0.004310345
R,Clinical Trials,0.012931034
R,Customer Segmentation,0.004310345
R,Performance Marketing,0.004310345
R,Quantitative Research,0.00862069
R,Doubleclick,0.004310345
R,PMP,0.043103448
R,Software Testing,0.00862069
R,Telecommunication,0.012931034
R,iOS,0.021551724
R,Adobe Marketing,0.012931034
R,Audits,0.025862069
R,Hyperion,0.030172414
R,IaaS,0.004310345
R,NIST,0.00862069
R,SSH,0.004310345
R,UI,0.198275862
R,Sybase,0.004310345
R,PeopleSoft,0.060344828
R,Process Management,0.00862069
R,Social Media Management,0.00862069
R,Workday,0.034482759
R,Customer Service,0.034482759
R,FTP,0.017241379
R,ITIL,0.004310345
R,Microsoft Project,0.012931034
R,Quality Management,0.030172414
R,Tomcat,0.00862069
R,Application Support,0.021551724
R,Bootstrap,0.004310345
R,Certified Internal Auditor,0.004310345
R,Clinical Research,0.004310345
R,Google Suite,0.00862069
R,Managed Care,0.051724138
R,Marketing Mix Modeling,0.004310345
R,SOX,0.012931034
R,SSL,0.00862069
R,Salesforce Marketing Cloud,0.004310345
R,Six Sigma,0.012931034
R,UX,0.038793103
R,Windows,0.038793103
R,CPA,0.034482759
R,Epidemiology,0.017241379
R,PostGIS,0.004310345
R,Process Improvement,0.00862069
R,Selenium,0.012931034
R,Ant,0.00862069
R,E-Commerce,0.004310345
R,Epic Certification,0.017241379
R,HP ALM,0.004310345
R,ICD-10,0.012931034
R,ICD-9,0.012931034
R,LDAP,0.012931034
R,VersionOne,0.021551724
R,Change Management,0.012931034
R,GAAP,0.025862069
R,IAT,0.00862069
R,Marketo,0.017241379
R,Oracle EBS,0.004310345
R,Process Engineering,0.004310345
R,Process Mapping,0.004310345
R,ACH,0.034482759
R,Adobe Acrobat,0.00862069
R,Adobe Creative Suite,0.004310345
R,Biostatistics,0.025862069
R,Cerner,0.004310345
R,Drupal,0.00862069
R,Financial Accounting,0.004310345
R,IDS,0.034482759
R,Magento,0.004310345
R,Medical Insurance,0.00862069
R,RN,0.064655172
R,Regulatory Reporting,0.034482759
R,Unity,0.004310345
R,WordPress,0.017241379
R,Android,0.025862069
R,Business Management,0.060344828
R,CFE,0.004310345
R,Conflict Management,0.004310345
R,Ellucian,0.00862069
R,Genetics,0.004310345
R,Google Search Console,0.00862069
R,IFRS,0.00862069
R,Pardot,0.004310345
R,Payroll,0.025862069
R,Program Management,0.00862069
R,Public Relations,0.004310345
R,SEO,0.034482759
Hadoop,Python,0.047413793
Hadoop,SQL,0.047413793
Hadoop,Machine Learning,0.004310345
Hadoop,R,0.051724138
Hadoop,Spark,0.012931034
Hadoop,Java,0.012931034
Hadoop,Tableau,0.047413793
Hadoop,Hive,0.021551724
Hadoop,SAS,0.021551724
Hadoop,Big Data,0.012931034
Hadoop,AWS,0.004310345
Hadoop,Scala,0.004310345
Hadoop,NoSQL,0.004310345
Hadoop,Data Warehouse,0.004310345
Hadoop,Linux,0.00862069
Hadoop,Kafka,0.004310345
Hadoop,Azure,0.004310345
Hadoop,Microsoft Office,0.004310345
Hadoop,Excel,0.025862069
Hadoop,JavaScript,0.004310345
Hadoop,SPSS,0.00862069
Hadoop,Data Science,0.004310345
Hadoop,Business Intelligence,0.021551724
Hadoop,C#,0.004310345
Hadoop,Informatica,0.00862069
Hadoop,Elasticsearch,0.004310345
Hadoop,Marketing,0.012931034
Hadoop,Data Management,0.00862069
Hadoop,Apache,0.00862069
Hadoop,SAP,0.004310345
Hadoop,PHP,0.004310345
Hadoop,HTML5,0.004310345
Hadoop,Predictive Analytics,0.004310345
Hadoop,Go,0.017241379
Hadoop,CSS,0.004310345
Hadoop,Google Analytics,0.004310345
Hadoop,Digital Marketing,0.004310345
Hadoop,Node.js,0.004310345
Hadoop,React,0.004310345
Hadoop,SaaS,0.004310345
Hadoop,OBIEE,0.004310345
Hadoop,Quantitative Research,0.004310345
Spark,Python,0.047413793
Spark,SQL,0.047413793
Spark,Machine Learning,0.017241379
Spark,R,0.064655172
Spark,Hadoop,0.012931034
Spark,Java,0.012931034
Spark,Tableau,0.021551724
Spark,Hive,0.00862069
Spark,SAS,0.021551724
Spark,Big Data,0.017241379
Spark,AWS,0.030172414
Spark,Scala,0.017241379
Spark,NoSQL,0.00862069
Spark,Oracle,0.004310345
Spark,Data Warehouse,0.00862069
Spark,Linux,0.012931034
Spark,TensorFlow,0.004310345
Spark,Kafka,0.004310345
Spark,Azure,0.00862069
Spark,MATLAB,0.00862069
Spark,Microsoft Office,0.00862069
Spark,Excel,0.021551724
Spark,JavaScript,0.004310345
Spark,MySQL,0.00862069
Spark,Data Science,0.021551724
Spark,Docker,0.00862069
Spark,Business Intelligence,0.012931034
Spark,S3,0.012931034
Spark,C#,0.012931034
Spark,Informatica,0.004310345
Spark,Google Cloud Platform,0.004310345
Spark,Elasticsearch,0.004310345
Spark,Power BI,0.00862069
Spark,Marketing,0.012931034
Spark,SDLC,0.004310345
Spark,Jira,0.004310345
Spark,Data Management,0.00862069
Spark,Apache,0.017241379
Spark,HTML5,0.004310345
Spark,STATA,0.00862069
Spark,Network,0.004310345
Spark,Visio,0.00862069
Spark,CI,0.00862069
Spark,Go,0.025862069
Spark,CSS,0.004310345
Spark,Confluence,0.004310345
Spark,Google Analytics,0.00862069
Spark,Digital Marketing,0.00862069
Spark,Node.js,0.004310345
Spark,React,0.004310345
Spark,SaaS,0.004310345
Spark,Omniture,0.004310345
Spark,iOS,0.004310345
Spark,UI,0.004310345
Spark,CPA,0.00862069
Spark,Android,0.004310345
Java,Python,0.159482759
Java,SQL,0.163793103
Java,Machine Learning,0.004310345
Java,R,0.198275862
Java,Hadoop,0.012931034
Java,Spark,0.012931034
Java,Tableau,0.125
Java,SAS,0.043103448
Java,Big Data,0.021551724
Java,AWS,0.017241379
Java,Scala,0.012931034
Java,NoSQL,0.004310345
Java,C/C++,0.004310345
Java,Oracle,0.051724138
Java,Data Warehouse,0.012931034
Java,Linux,0.017241379
Java,AI,0.012931034
Java,Data Analysis,0.004310345
Java,Azure,0.017241379
Java,Microsoft Office,0.00862069
Java,Git,0.012931034
Java,Excel,0.129310345
Java,JavaScript,0.077586207
Java,HBase,0.004310345
Java,PostgreSQL,0.004310345
Java,MySQL,0.017241379
Java,Perl,0.021551724
Java,SPSS,0.004310345
Java,Software Development,0.004310345
Java,Data Science,0.012931034
Java,MongoDB,0.004310345
Java,Project Management,0.00862069
Java,Business Intelligence,0.030172414
Java,S3,0.012931034
Java,C#,0.021551724
Java,Informatica,0.017241379
Java,Ruby,0.017241379
Java,Google Cloud Platform,0.012931034
Java,Elasticsearch,0.004310345
Java,Power BI,0.017241379
Java,Teradata,0.012931034
Java,Statistical Software,0.004310345
Java,REST,0.00862069
Java,Splunk,0.004310345
Java,Marketing,0.021551724
Java,JSON,0.00862069
Java,SDLC,0.004310345
Java,Jira,0.004310345
Java,Data Management,0.004310345
Java,Apache,0.004310345
Java,Jenkins,0.004310345
Java,XML,0.021551724
Java,SAP,0.00862069
Java,PHP,0.00862069
Java,Alteryx,0.012931034
Java,HTML5,0.017241379
Java,Visual Basic,0.004310345
Java,QlikView,0.00862069
Java,Analysis Skills,0.004310345
Java,Solr,0.004310345
Java,Business Analysis,0.004310345
Java,Network,0.004310345
Java,Visio,0.004310345
Java,PL/SQL,0.00862069
Java,DB2,0.012931034
Java,Go,0.064655172
Java,CSS,0.034482759
Java,Angular,0.012931034
Java,Confluence,0.004310345
Java,Google Analytics,0.012931034
Java,Maven,0.004310345
Java,Ansible,0.004310345
Java,Redis,0.004310345
Java,Lucene,0.004310345
Java,Digital Marketing,0.00862069
Java,Node.js,0.00862069
Java,React,0.012931034
Java,Information Security,0.004310345
Java,Spring,0.004310345
Java,Accounting,0.004310345
Java,SOAP,0.004310345
Java,SaaS,0.017241379
Java,OBIEE,0.004310345
Java,Omniture,0.00862069
Java,Operations Research,0.00862069
Java,SSH,0.004310345
Java,UI,0.012931034
Java,Sybase,0.004310345
Java,PeopleSoft,0.00862069
Java,Tomcat,0.00862069
Java,Application Support,0.004310345
Java,Bootstrap,0.004310345
Java,SSL,0.004310345
Java,UX,0.00862069
Java,Windows,0.00862069
Java,Marketo,0.004310345
Java,Drupal,0.004310345
Java,Magento,0.004310345
Java,WordPress,0.004310345
Java,Conflict Management,0.004310345
Java,Ellucian,0.004310345
Java,Google Search Console,0.004310345
Java,SEO,0.004310345
Tableau,Python,0.452586207
Tableau,SQL,0.780172414
Tableau,Machine Learning,0.017241379
Tableau,R,0.965517241
Tableau,Hadoop,0.047413793
Tableau,Spark,0.021551724
Tableau,Java,0.125
Tableau,Hive,0.017241379
Tableau,SAS,0.176724138
Tableau,Big Data,0.021551724
Tableau,AWS,0.064655172
Tableau,Scala,0.00862069
Tableau,NoSQL,0.012931034
Tableau,Natural Language Processing,0.004310345
Tableau,Oracle,0.107758621
Tableau,Data Warehouse,0.034482759
Tableau,Linux,0.034482759
Tableau,AI,0.073275862
Tableau,Microsoft SQL Server,0.021551724
Tableau,Kafka,0.004310345
Tableau,Data Analysis,0.017241379
Tableau,Azure,0.017241379
Tableau,MATLAB,0.004310345
Tableau,Microsoft Office,0.112068966
Tableau,Scripting,0.00862069
Tableau,Git,0.004310345
Tableau,Excel,0.771551724
Tableau,JavaScript,0.047413793
Tableau,HBase,0.004310345
Tableau,PostgreSQL,0.012931034
Tableau,MySQL,0.043103448
Tableau,Perl,0.017241379
Tableau,SPSS,0.064655172
Tableau,Data Science,0.077586207
Tableau,Docker,0.00862069
Tableau,MongoDB,0.004310345
Tableau,Project Management,0.030172414
Tableau,Business Intelligence,0.25862069
Tableau,S3,0.00862069
Tableau,C#,0.025862069
Tableau,Informatica,0.034482759
Tableau,Ruby,0.017241379
Tableau,Google Cloud Platform,0.025862069
Tableau,Elasticsearch,0.00862069
Tableau,Power BI,0.129310345
Tableau,Teradata,0.021551724
Tableau,Statistical Software,0.004310345
Tableau,Microsoft Access,0.004310345
Tableau,REST,0.004310345
Tableau,Marketing,0.163793103
Tableau,JSON,0.004310345
Tableau,SDLC,0.004310345
Tableau,Jira,0.030172414
Tableau,Data Management,0.047413793
Tableau,Apache,0.021551724
Tableau,Jenkins,0.004310345
Tableau,XML,0.004310345
Tableau,SAP,0.043103448
Tableau,PHP,0.004310345
Tableau,Alteryx,0.043103448
Tableau,HTML5,0.004310345
Tableau,Visual Basic,0.012931034
Tableau,STATA,0.00862069
Tableau,QlikView,0.025862069
Tableau,Solr,0.004310345
Tableau,T-SQL,0.004310345
Tableau,Business Analysis,0.021551724
Tableau,Predictive Analytics,0.004310345
Tableau,Network,0.034482759
Tableau,Visio,0.043103448
Tableau,PL/SQL,0.012931034
Tableau,CI,0.038793103
Tableau,DB2,0.004310345
Tableau,Go,0.314655172
Tableau,CSS,0.021551724
Tableau,Microsoft Word,0.004310345
Tableau,Pentaho,0.004310345
Tableau,GIS,0.017241379
Tableau,SharePoint,0.021551724
Tableau,Angular,0.00862069
Tableau,Confluence,0.00862069
Tableau,Crystal Reports,0.00862069
Tableau,Google Analytics,0.11637931
Tableau,Maven,0.004310345
Tableau,Ansible,0.004310345
Tableau,PowerShell,0.00862069
Tableau,Redis,0.004310345
Tableau,Lucene,0.004310345
Tableau,Digital Marketing,0.030172414
Tableau,Node.js,0.004310345
Tableau,Salesforce CRM,0.004310345
Tableau,React,0.004310345
Tableau,Management Experience,0.004310345
Tableau,Spring,0.004310345
Tableau,Accounting,0.064655172
Tableau,Marketing Automation,0.004310345
Tableau,Kanban,0.00862069
Tableau,SaaS,0.025862069
Tableau,Epic,0.021551724
Tableau,OBIEE,0.004310345
Tableau,Omniture,0.038793103
Tableau,Operations Research,0.012931034
Tableau,Customer Segmentation,0.004310345
Tableau,Doubleclick,0.004310345
Tableau,PMP,0.004310345
Tableau,Telecommunication,0.004310345
Tableau,iOS,0.012931034
Tableau,Audits,0.004310345
Tableau,Hyperion,0.00862069
Tableau,SSH,0.004310345
Tableau,UI,0.034482759
Tableau,PeopleSoft,0.012931034
Tableau,Social Media Management,0.00862069
Tableau,Workday,0.012931034
Tableau,FTP,0.004310345
Tableau,ITIL,0.004310345
Tableau,Quality Management,0.00862069
Tableau,Tomcat,0.004310345
Tableau,Application Support,0.00862069
Tableau,Bootstrap,0.004310345
Tableau,Clinical Research,0.004310345
Tableau,Google Suite,0.004310345
Tableau,Managed Care,0.012931034
Tableau,Marketing Mix Modeling,0.004310345
Tableau,SSL,0.004310345
Tableau,Salesforce Marketing Cloud,0.004310345
Tableau,Six Sigma,0.004310345
Tableau,UX,0.004310345
Tableau,Windows,0.004310345
Tableau,CPA,0.012931034
Tableau,Epidemiology,0.004310345
Tableau,Ant,0.00862069
Tableau,ICD-10,0.004310345
Tableau,ICD-9,0.004310345
Tableau,VersionOne,0.00862069
Tableau,Marketo,0.012931034
Tableau,Adobe Acrobat,0.00862069
Tableau,Biostatistics,0.00862069
Tableau,Cerner,0.004310345
Tableau,IDS,0.004310345
Tableau,RN,0.00862069
Tableau,Unity,0.004310345
Tableau,Android,0.00862069
Tableau,Business Management,0.00862069
Tableau,CFE,0.004310345
Tableau,Payroll,0.004310345
Tableau,Program Management,0.004310345
Tableau,Public Relations,0.004310345
Tableau,SEO,0.00862069
Hive,Python,0.025862069
Hive,SQL,0.030172414
Hive,R,0.030172414
Hive,Hadoop,0.021551724
Hive,Spark,0.00862069
Hive,Tableau,0.017241379
Hive,SAS,0.00862069
Hive,Big Data,0.004310345
Hive,AWS,0.004310345
Hive,NoSQL,0.004310345
Hive,Data Warehouse,0.004310345
Hive,Linux,0.004310345
Hive,Kafka,0.004310345
Hive,Excel,0.012931034
Hive,Data Science,0.004310345
Hive,Business Intelligence,0.00862069
Hive,Elasticsearch,0.004310345
Hive,Marketing,0.012931034
Hive,Apache,0.004310345
Hive,PHP,0.004310345
Hive,Network,0.004310345
